Navire;Engin;Code_Espece;Type_Longueur;Increment;Unite_Taille;Unite_Poids;Presentation;Maturite_Echelle;Type_PC;Preparation_PC;Poids_PC;Cat;Date;Numero_Trait;Lieu;Zone;Taille(mm);Taille;Poids(g);Poids;Sexe;Maturite;Age;Reference_Prelevement;Reference_PC
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;270;27;190;190;M;2;2;134;GBD_19_B40_C1_O_0134
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;220;22;146;146;F;1;1;135;GBD_19_B40_C1_O_0135
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;230;23;130;130;F;1;1;136;GBD_19_B40_C1_O_0136
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;220;22;124;124;M;2;1;137;GBD_19_B40_C1_O_0137
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;230;23;126;126;M;1;1;138;GBD_19_B40_C1_O_0138
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;280;28;272;272;F;2a;3;139;GBD_19_B40_C1_O_0139
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;190;19;60;60;M;1;1;140;GBD_19_B40_C1_O_0140
385795;DRB;1978;Longueur totale (LT);1;cm;g;entier;4+2;Otolithe;Entier;-1;-1;09/07/2001;78;COMOR;7D;340;34;496;496;F;2a;3;141;GBD_19_B40_C1_O_0141
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;350;35;-1;-1;M;2;4;173;KS_13_TRIM3_COMOR_0173
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;220;22;-1;-1;M;2;2;174;KS_13_TRIM3_COMOR_0174
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;80;comor;7d;290;29;-1;-1;M;2;2;175;KS_13_TRIM3_COMOR_0175
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;81;comor;7d;340;34;-1;-1;M;2;4;176;KS_13_TRIM3_COMOR_0176
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;81;comor;7d;320;32;-1;-1;M;2;4;177;KS_13_TRIM3_COMOR_0177
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;83;comor;7d;310;31;-1;-1;M;2;4;178;KS_13_TRIM3_COMOR_0178
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;83;comor;7d;300;30;-1;-1;M;2;4;179;KS_13_TRIM3_COMOR_0179
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;190;19;-1;-1;M;2;2;180;KS_13_TRIM3_COMOR_0180
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;280;28;-1;-1;M;2;3;181;KS_13_TRIM3_COMOR_0181
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;340;34;-1;-1;M;2;4;182;KS_13_TRIM3_COMOR_0182
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;85;comor;7d;290;29;-1;-1;M;2;3;183;KS_13_TRIM3_COMOR_0183
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;87;comor;7d;250;25;-1;-1;M;2;2;184;KS_13_TRIM3_COMOR_0184
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;90;comor;7d;270;27;-1;-1;M;2;2;185;KS_13_TRIM3_COMOR_0185
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;94;comor;7d;300;30;-1;-1;M;2;3;186;KS_13_TRIM3_COMOR_0186
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;94;comor;7d;270;27;-1;-1;M;2;2;187;KS_13_TRIM3_COMOR_0187
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;260;26;-1;-1;F;2;3;188;KS_13_TRIM3_COMOR_0188
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;240;24;-1;-1;F;2;2;189;KS_13_TRIM3_COMOR_0189
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;280;28;-1;-1;F;2;3;190;KS_13_TRIM3_COMOR_0190
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;360;36;-1;-1;F;2;3;191;KS_13_TRIM3_COMOR_0191
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;79;comor;7d;280;28;-1;-1;F;2;3;192;KS_13_TRIM3_COMOR_0192
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;80;comor;7d;250;25;-1;-1;F;2;2;193;KS_13_TRIM3_COMOR_0193
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;400;40;-1;-1;F;2;3;194;KS_13_TRIM3_COMOR_0194
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;270;27;-1;-1;F;2;3;195;KS_13_TRIM3_COMOR_0195
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;84;comor;7d;380;38;-1;-1;F;2;4;196;KS_13_TRIM3_COMOR_0196
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;85;comor;7d;330;33;-1;-1;F;2;3;197;KS_13_TRIM3_COMOR_0197
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;85;comor;7d;260;26;-1;-1;F;2;2;198;KS_13_TRIM3_COMOR_0198
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;90;comor;7d;400;40;-1;-1;F;2;4;199;KS_13_TRIM3_COMOR_0199
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;90;comor;7d;270;27;-1;-1;F;2;3;200;KS_13_TRIM3_COMOR_0200
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;90;comor;7d;260;26;-1;-1;F;2;2;201;KS_13_TRIM3_COMOR_0201
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;92;comor;7d;350;35;-1;-1;F;2;3;202;KS_13_TRIM3_COMOR_0202
385795;DRB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;11/07/2007;94;comor;7d;350;35;-1;-1;F;2;3;203;KS_13_TRIM3_COMOR_0203
905622;TBB;3115;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/03/2010;3;;7D;200;20;109;109;F;1;1;147;KS_10_TRIM3_COLMATAGE_037
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;01/07/2010;15;COMOR;7d;390;39;-1;-1;F;-1;4;-1;KS_10_TRIM3_COMOR_001
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;02/07/2010;27;COMOR;7d;320;32;-1;-1;F;2;2;-1;KS_10_TRIM3_COMOR_002
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;02/07/2010;27;COMOR;7d;370;37;-1;-1;F;2;3;-1;KS_10_TRIM3_COMOR_003
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;02/07/2010;26;COMOR;7d;470;47;-1;-1;F;2;6;-1;KS_10_TRIM3_COMOR_004
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;06/07/2010;64;COMOR;7d;220;22;114;114;F;2;1;-1;KS_10_TRIM3_COMOR_005
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;06/07/2010;64;COMOR;7d;330;33;344;344;M;2;3;-1;KS_10_TRIM3_COMOR_006
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;07/07/2010;78;COMOR;7d;270;27;207;207;M;2;2;-1;KS_10_TRIM3_COMOR_007
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;07/07/2010;74;COMOR;7d;350;35;406;406;M;2;4;-1;KS_10_TRIM3_COMOR_008
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;08/07/2010;93;COMOR;7d;340;34;397;397;F;2;2;-1;KS_10_TRIM3_COMOR_009
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;08/07/2010;88;COMOR;7d;400;40;710;710;F;2;4;-1;KS_10_TRIM3_COMOR_010
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;08/07/2010;96;COMOR;7d;400;40;672;672;F;2;4;-1;KS_10_TRIM3_COMOR_011
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;09/07/2010;105;COMOR;7d;290;29;244;244;F;2;2;-1;KS_10_TRIM3_COMOR_012
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;09/07/2010;105;COMOR;7d;300;30;267;267;F;2;3;-1;KS_10_TRIM3_COMOR_013
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;09/07/2010;107;COMOR;7d;340;34;368;368;M;2;4;-1;KS_10_TRIM3_COMOR_014
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;09/07/2010;105;COMOR;7d;360;36;457;457;F;2;2;-1;KS_10_TRIM3_COMOR_015
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;09/07/2010;107;COMOR;7d;380;38;618;618;F;2;3;-1;KS_10_TRIM3_COMOR_016
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;13/07/2010;133;COMOR;7d;440;44;912;912;F;4;7;-1;KS_10_TRIM3_COMOR_017
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;138;COMOR;7d;280;28;203;203;F;2;2;-1;KS_10_TRIM3_COMOR_018
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;138;COMOR;7d;280;28;231;231;M;2;2;-1;KS_10_TRIM3_COMOR_019
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;142;COMOR;7d;290;29;245;245;M;2;2;-1;KS_10_TRIM3_COMOR_020
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;138;COMOR;7d;300;30;316;316;M;2;4;-1;KS_10_TRIM3_COMOR_021
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;142;COMOR;7d;300;30;315;315;M;2;3;-1;KS_10_TRIM3_COMOR_022
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;151;COMOR;7d;300;30;301;301;M;2;2;-1;KS_10_TRIM3_COMOR_023
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;139;COMOR;7d;300;30;287;287;M;2;2;-1;KS_10_TRIM3_COMOR_024
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;139;COMOR;7d;310;31;298;298;M;2;4;-1;KS_10_TRIM3_COMOR_025
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;153;COMOR;7d;310;31;292;292;M;2;5;-1;KS_10_TRIM3_COMOR_026
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;139;COMOR;7d;330;33;338;338;M;2;3;-1;KS_10_TRIM3_COMOR_027
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;137;COMOR;7d;340;34;377;377;M;2;4;-1;KS_10_TRIM3_COMOR_028
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;145;COMOR;7d;340;34;400;400;M;2;2;-1;KS_10_TRIM3_COMOR_029
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;142;COMOR;7d;350;35;492;492;M;2;3;-1;KS_10_TRIM3_COMOR_030
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;142;COMOR;7d;350;35;430;430;M;2;4;-1;KS_10_TRIM3_COMOR_031
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;139;COMOR;7d;360;36;490;490;M;2;4;-1;KS_10_TRIM3_COMOR_032
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;143;COMOR;7d;370;37;583;583;M;2;7;-1;KS_10_TRIM3_COMOR_033
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;143;COMOR;7d;410;41;886;886;F;4;4;-1;KS_10_TRIM3_COMOR_034
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;14/07/2010;143;COMOR;7d;440;44;1680;1680;F;2;5;-1;KS_10_TRIM3_COMOR_035
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;156;COMOR;7d;250;25;175;175;M;2;1;-1;KS_10_TRIM3_COMOR_036
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;159;COMOR;7d;260;26;163;163;M;2;2;-1;KS_10_TRIM3_COMOR_037
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;158;COMOR;7d;280;28;-1;-1;M;2;2;-1;KS_10_TRIM3_COMOR_038
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;160;COMOR;7d;280;28;245;245;M;2;2;-1;KS_10_TRIM3_COMOR_039
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;161;COMOR;7d;290;29;252;252;F;2;2;-1;KS_10_TRIM3_COMOR_040
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;156;COMOR;7d;290;29;220;220;M;2;2;-1;KS_10_TRIM3_COMOR_041
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;159;COMOR;7d;290;29;279;279;M;2;2;-1;KS_10_TRIM3_COMOR_042
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;159;COMOR;7d;300;30;270;270;F;2;2;-1;KS_10_TRIM3_COMOR_043
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;155;COMOR;7d;300;30;-1;-1;M;2;4;-1;KS_10_TRIM3_COMOR_044
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;159;COMOR;7d;310;31;308;308;F;2;2;-1;KS_10_TRIM3_COMOR_045
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;156;COMOR;7d;310;31;312;312;M;2;2;-1;KS_10_TRIM3_COMOR_046
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;154;COMOR;7d;340;34;-1;-1;F;2;2;-1;KS_10_TRIM3_COMOR_047
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;154;COMOR;7d;350;35;438;438;M;2;4;-1;KS_10_TRIM3_COMOR_048
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;160;COMOR;7d;360;36;553;553;F;2;3;-1;KS_10_TRIM3_COMOR_049
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;156;COMOR;7d;380;38;473;473;M;2;4;-1;KS_10_TRIM3_COMOR_050
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;154;COMOR;7d;380;38;-1;-1;M;2;7;-1;KS_10_TRIM3_COMOR_051
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;154;COMOR;7d;410;41;-1;-1;F;4;3;-1;KS_10_TRIM3_COMOR_052
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;161;COMOR;7d;440;44;910;910;F;2;4;-1;KS_10_TRIM3_COMOR_053
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;15/07/2010;158;COMOR;7d;450;45;962;962;F;2;4;-1;KS_10_TRIM3_COMOR_054
385795;DRB;3115;Longueur totale (LT);-1;cm;g;Entier;6;Otolithe;Entier;-1;-1;16/07/2010;165;COMOR;7d;260;26;183;183;M;2;2;-1;KS_10_TRIM3_COMOR_055
